gs1_ai_number,gs1_ai_regex,gs1_ai_format,gs1_ai_format_terms,gs1_ai_format_length_varies,gs1_ai_format_length_total_with_ai_and_fnc1,gs1_ai_format_length_min,gs1_ai_format_length_max,gs1_ai_term1_format,gs1_ai_term1_length_fixed,gs1_ai_term2_format,gs1_ai_term2_datatype,gs1_ai_term2_length_fixed,gs1_ai_term2_length_variable,gs1_ai_term3_format,gs1_ai_term3_datatype,gs1_ai_term3_length_fixed,gs1_ai_term3_length_variable,gs1_ai_FNC1_required,gs1_ai_description,gs1_ai_name,gs1_ai_note,gs1_ai_url
4303,"^4303([\x21-\x22\x25-\x2F\x30-\x39\x3A-\x3F\x41-\x5A\x5F\x61-\x7A]{0,70})$",N4+X..70,2,TRUE,75,1,70,N4,4,X..70,X,,70,,,,,TRUE,Ship-to / Deliver-to address line 2,SHIP TO ADD2,,https://www.gs1.org/standards/barcodes/application-identifiers/4303?lang=en
4304,"^4304([\x21-\x22\x25-\x2F\x30-\x39\x3A-\x3F\x41-\x5A\x5F\x61-\x7A]{0,70})$",N4+X..70,2,TRUE,75,1,70,N4,4,X..70,X,,70,,,,,TRUE,Ship-to / Deliver-to suburb,SHIP TO SUB,,https://www.gs1.org/standards/barcodes/application-identifiers/4304?lang=en
4305,"^4305([\x21-\x22\x25-\x2F\x30-\x39\x3A-\x3F\x41-\x5A\x5F\x61-\x7A]{0,70})$",N4+X..70,2,TRUE,75,1,70,N4,4,X..70,X,,70,,,,,TRUE,Ship-to / Deliver-to locality,SHIP TO LOC,,https://www.gs1.org/standards/barcodes/application-identifiers/4305?lang=en
4306,"^4306([\x21-\x22\x25-\x2F\x30-\x39\x3A-\x3F\x41-\x5A\x5F\x61-\x7A]{0,70})$",N4+X..70,2,TRUE,75,1,70,N4,4,X..70,X,,70,,,,,TRUE,Ship-to / Deliver-to region,SHIP TO REG,,https://www.gs1.org/standards/barcodes/application-identifiers/4306?lang=en
4307,^4307([A-Z]{2})$,N4+X2,2,FALSE,7,2,2,N4,4,X2,X,2,,,,,,TRUE,Ship-to / Deliver-to country code,SHIP TO COUNTRY,,https://www.gs1.org/standards/barcodes/application-identifiers/4307?lang=en
4308,"^4308([\x21-\x22\x25-\x2F\x30-\x39\x3A-\x3F\x41-\x5A\x5F\x61-\x7A]{0,30})$",N4+X..30,2,TRUE,35,1,30,N4,4,X..30,X,,30,,,,,TRUE,Ship-to / Deliver-to telephone number,SHIP TO PHONE,,https://www.gs1.org/standards/barcodes/application-identifiers/4308?lang=en
4310,"^4310([\x21-\x22\x25-\x2F\x30-\x39\x3A-\x3F\x41-\x5A\x5F\x61-\x7A]{0,35})$",N4+X..35,2,TRUE,40,1,35,N4,4,X..35,X,,35,,,,,TRUE,Return-to company name,RTN TO COMP,,https://www.gs1.org/standards/barcodes/application-identifiers/4310?lang=en
4311,"^4311([\x21-\x22\x25-\x2F\x30-\x39\x3A-\x3F\x41-\x5A\x5F\x61-\x7A]{0,35})$",N4+X..35,2,TRUE,40,1,35,N4,4,X..35,X,,35,,,,,TRUE,Return-to contact,RTN TO NAME,,https://www.gs1.org/standards/barcodes/application-identifiers/4311?lang=en
4312,"^4312([\x21-\x22\x25-\x2F\x30-\x39\x3A-\x3F\x41-\x5A\x5F\x61-\x7A]{0,70})$",N4+X..70,2,TRUE,75,1,70,N4,4,X..70,X,,70,,,,,TRUE,Return-to address line 1,RTN TO ADD1,,https://www.gs1.org/standards/barcodes/application-identifiers/4312?lang=en
4313,"^4313([\x21-\x22\x25-\x2F\x30-\x39\x3A-\x3F\x41-\x5A\x5F\x61-\x7A]{0,70})$",N4+X..70,2,TRUE,75,1,70,N4,4,X..70,X,,70,,,,,TRUE,Return-to address line 2,RTN TO ADD2,,https://www.gs1.org/standards/barcodes/application-identifiers/4313?lang=en
4314,"^4314([\x21-\x22\x25-\x2F\x30-\x39\x3A-\x3F\x41-\x5A\x5F\x61-\x7A]{0,70})$",N4+X..70,2,TRUE,75,1,70,N4,4,X..70,X,,70,,,,,TRUE,Return-to suburb,RTN TO SUB,,https://www.gs1.org/standards/barcodes/application-identifiers/4314?lang=en
4315,"^4315([\x21-\x22\x25-\x2F\x30-\x39\x3A-\x3F\x41-\x5A\x5F\x61-\x7A]{0,70})$",N4+X..70,2,TRUE,75,1,70,N4,4,X..70,X,,70,,,,,TRUE,Return-to locality,RTN TO LOC,,https://www.gs1.org/standards/barcodes/application-identifiers/4315?lang=en
4316,"^4316([\x21-\x22\x25-\x2F\x30-\x39\x3A-\x3F\x41-\x5A\x5F\x61-\x7A]{0,70})$",N4+X..70,2,TRUE,75,1,70,N4,4,X..70,X,,70,,,,,TRUE,Return-to region,RTN TO REG,,https://www.gs1.org/standards/barcodes/application-identifiers/4316?lang=en
4317,^4317([A-Z]{2})$,N4+X2,2,FALSE,7,2,2,N4,4,X2,X,2,,,,,,TRUE,Return-to country code,RTN TO COUNTRY,,https://www.gs1.org/standards/barcodes/application-identifiers/4317?lang=en
4318,"^4318([\x21-\x22\x25-\x2F\x30-\x39\x3A-\x3F\x41-\x5A\x5F\x61-\x7A]{0,20})$",N4+X..20,2,TRUE,25,1,20,N4,4,X..20,X,,20,,,,,TRUE,Return-to postal code,RTN TO POST,,https://www.gs1.org/standards/barcodes/application-identifiers/4318?lang=en
4319,"^4319([\x21-\x22\x25-\x2F\x30-\x39\x3A-\x3F\x41-\x5A\x5F\x61-\x7A]{0,30})$",N4+X..30,2,TRUE,35,1,30,N4,4,X..30,X,,30,,,,,TRUE,Return-to telephone number,RTN TO PHONE,,https://www.gs1.org/standards/barcodes/application-identifiers/4319?lang=en
4320,"^4320([\x21-\x22\x25-\x2F\x30-\x39\x3A-\x3F\x41-\x5A\x5F\x61-\x7A]{0,35})$",N4+X..35,2,TRUE,40,1,35,N4,4,X..35,X,,35,,,,,TRUE,Service code description,SRV DESCRIPTION,,https://www.gs1.org/standards/barcodes/application-identifiers/4320?lang=en
4321,^4321([01])$,N4+N1,2,FALSE,6,1,1,N4,4,N1,N,1,,,,,,TRUE,Dangerous goods flag,DANGEROUS GOODS,,https://www.gs1.org/standards/barcodes/application-identifiers/4321?lang=en
4322,^4322([01])$,N4+N1,2,FALSE,6,1,1,N4,4,N1,N,1,,,,,,TRUE,Authority to leave,AUTH TO LEAVE,,https://www.gs1.org/standards/barcodes/application-identifiers/4322?lang=en
4323,^4323([01])$,N4+N1,2,FALSE,6,1,1,N4,4,N1,N,1,,,,,,TRUE,Signature required flag,SIG REQUIRED,,https://www.gs1.org/standards/barcodes/application-identifiers/4323?lang=en
4324,^4324(\d{10})$,N4+N10,2,FALSE,15,10,10,N4,4,N10,N,10,,,,,,TRUE,Not before delivery date time,NOT BEF DEL DT,,https://www.gs1.org/standards/barcodes/application-identifiers/4324?lang=en
4325,^4325(\d{10})$,N4+N10,2,FALSE,15,10,10,N4,4,N10,N,10,,,,,,TRUE,Not after delivery date time,NOT AFT DEL DT,,https://www.gs1.org/standards/barcodes/application-identifiers/4325?lang=en
4326,^4326(\d{6})$,N4+N6,2,FALSE,11,6,6,N4,4,N6,N,6,,,,,,TRUE,Release date,REL DATE,,https://www.gs1.org/standards/barcodes/application-identifiers/4326?lang=en
7001,^7001(\d{13})$,N4+N13,2,FALSE,18,13,13,N4,4,N13,N,13,,,,,,TRUE,NATO Stock Number (NSN),NSN,AIs issued in the 7 series represent a special case because they are restricted to: one or a small number of sectors (i.e. are not multi-sectoral); or a country or a region (i.e. are not global).,https://www.gs1.org/standards/barcodes/application-identifiers/7001?lang=en
7002,"^7002([\x21-\x22\x25-\x2F\x30-\x39\x3A-\x3F\x41-\x5A\x5F\x61-\x7A]{0,30})$",N4+X..30,2,TRUE,35,1,30,N4,4,X..30,X,,30,,,,,TRUE,UN/ECE meat carcasses and cuts classification,MEAT CUT,AIs issued in the 7 series represent a special case because they are restricted to: one or a small number of sectors (i.e. are not multi-sectoral); or a country or a region (i.e. are not global).,https://www.gs1.org/standards/barcodes/application-identifiers/7002?lang=en
7003,^7003(\d{10})$,N4+N10,2,FALSE,15,10,10,N4,4,N10,N,10,,,,,,TRUE,Expiration date and time,EXPIRY TIME,AIs issued in the 7 series represent a special case because they are restricted to: one or a small number of sectors (i.e. are not multi-sectoral); or a country or a region (i.e. are not global).,https://www.gs1.org/standards/barcodes/application-identifiers/7003?lang=en
7004,"^7004(\d{0,4})$",N4+N..4,2,TRUE,9,1,4,N4,4,N..4,N,,4,,,,,TRUE,Active potency,ACTIVE POTENCY,AIs issued in the 7 series represent a special case because they are restricted to: one or a small number of sectors (i.e. are not multi-sectoral); or a country or a region (i.e. are not global).,https://www.gs1.org/standards/barcodes/application-identifiers/7004?lang=en
7005,"^7005([\x21-\x22\x25-\x2F\x30-\x39\x3A-\x3F\x41-\x5A\x5F\x61-\x7A]{0,12})$",N4+X..12,2,TRUE,17,1,12,N4,4,X..12,X,,12,,,,,TRUE,Catch area,CATCH AREA,AIs issued in the 7 series represent a special case because they are restricted to: one or a small number of sectors (i.e. are not multi-sectoral); or a country or a region (i.e. are not global).,https://www.gs1.org/standards/barcodes/application-identifiers/7005?lang=en
7006,^7006(\d{6})$,N4+N6,2,FALSE,11,6,6,N4,4,N6,N,6,,,,,,TRUE,First freeze date ,FIRST FREEZE DATE,AIs issued in the 7 series represent a special case because they are restricted to: one or a small number of sectors (i.e. are not multi-sectoral); or a country or a region (i.e. are not global).,https://www.gs1.org/standards/barcodes/application-identifiers/7006?lang=en
7007,"^7007(\d{6,12})$",N4+N6..12,2,TRUE,23,7,18,N4,4,N6..12,N,6,12,,,,,TRUE,Harvest date,HARVEST DATE,AIs issued in the 7 series represent a special case because they are restricted to: one or a small number of sectors (i.e. are not multi-sectoral); or a country or a region (i.e. are not global).,https://www.gs1.org/standards/barcodes/application-identifiers/7007?lang=en
7008,"^7008([\x21-\x22\x25-\x2F\x30-\x39\x3A-\x3F\x41-\x5A\x5F\x61-\x7A]{0,3})$",N4+X..3,2,TRUE,8,1,3,N4,4,X..3,X,,3,,,,,TRUE,Species for fishery purposes,AQUATIC SPECIES,AIs issued in the 7 series represent a special case because they are restricted to: one or a small number of sectors (i.e. are not multi-sectoral); or a country or a region (i.e. are not global).,https://www.gs1.org/standards/barcodes/application-identifiers/7008?lang=en
7009,"^7009([\x21-\x22\x25-\x2F\x30-\x39\x3A-\x3F\x41-\x5A\x5F\x61-\x7A]{0,10})$",N4+X..10,2,TRUE,15,1,10,N4,4,X..10,X,,10,,,,,TRUE,Fishing gear type,FISHING GEAR TYPE,AIs issued in the 7 series represent a special case because they are restricted to: one or a small number of sectors (i.e. are not multi-sectoral); or a country or a region (i.e. are not global).,https://www.gs1.org/standards/barcodes/application-identifiers/7009?lang=en
7010,"^7010([\x21-\x22\x25-\x2F\x30-\x39\x3A-\x3F\x41-\x5A\x5F\x61-\x7A]{0,2})$",N4+X..2,2,TRUE,7,1,2,N4,4,X..2,X,,2,,,,,TRUE,Production method,PROD METHOD,AIs issued in the 7 series represent a special case because they are restricted to: one or a small number of sectors (i.e. are not multi-sectoral); or a country or a region (i.e. are not global).,https://www.gs1.org/standards/barcodes/application-identifiers/7010?lang=en
7020,"^7020([\x21-\x22\x25-\x2F\x30-\x39\x3A-\x3F\x41-\x5A\x5F\x61-\x7A]{0,20})$",N4+X..20,2,TRUE,25,1,20,N4,4,X..20,X,,20,,,,,TRUE,Refurbishment lot ID,REFURB LOT,AIs issued in the 7 series represent a special case because they are restricted to: one or a small number of sectors (i.e. are not multi-sectoral); or a country or a region (i.e. are not global).,https://www.gs1.org/standards/barcodes/application-identifiers/7020?lang=en
7021,"^7021([\x21-\x22\x25-\x2F\x30-\x39\x3A-\x3F\x41-\x5A\x5F\x61-\x7A]{0,20})$",N4+X..20,2,TRUE,25,1,20,N4,4,X..20,X,,20,,,,,TRUE,Functional status,FUNC STAT,AIs issued in the 7 series represent a special case because they are restricted to: one or a small number of sectors (i.e. are not multi-sectoral); or a country or a region (i.e. are not global).,https://www.gs1.org/standards/barcodes/application-identifiers/7021?lang=en
7022,"^7022([\x21-\x22\x25-\x2F\x30-\x39\x3A-\x3F\x41-\x5A\x5F\x61-\x7A]{0,20})$",N4+X..20,2,TRUE,25,1,20,N4,4,X..20,X,,20,,,,,TRUE,Revision status,REV STAT,AIs issued in the 7 series represent a special case because they are restricted to: one or a small number of sectors (i.e. are not multi-sectoral); or a country or a region (i.e. are not global).,https://www.gs1.org/standards/barcodes/application-identifiers/7022?lang=en
7023,"^7023([\x21-\x22\x25-\x2F\x30-\x39\x3A-\x3F\x41-\x5A\x5F\x61-\x7A]{0,30})$",N4+X..30,2,TRUE,35,1,30,N4,4,X..30,X,,30,,,,,TRUE,Global Individual Asset Identifier (GIAI) of an assembly,GIAI - ASSEMBLY,AIs issued in the 7 series represent a special case because they are restricted to: one or a small number of sectors (i.e. are not multi-sectoral); or a country or a region (i.e. are not global).,https://www.gs1.org/standards/barcodes/application-identifiers/7023?lang=en
7030,"^7030(\d{3})([\x21-\x22\x25-\x2F\x30-\x39\x3A-\x3F\x41-\x5A\x5F\x61-\x7A]{0,27})$",N4+N3+X..27,3,TRUE,35,4,30,N4,4,N3,N,3,,X..27,X,,27,TRUE,Number of processor with ISO Country Code,PROCESSOR # 0,AIs issued in the 7 series represent a special case because they are restricted to: one or a small number of sectors (i.e. are not multi-sectoral); or a country or a region (i.e. are not global).,https://www.gs1.org/standards/barcodes/application-identifiers/7030?lang=en
7031,"^7031(\d{3})([\x21-\x22\x25-\x2F\x30-\x39\x3A-\x3F\x41-\x5A\x5F\x61-\x7A]{0,27})$",N4+N3+X..27,3,TRUE,35,4,30,N4,4,N3,N,3,,X..27,X,,27,TRUE,Number of processor with ISO Country Code,PROCESSOR # 1,AIs issued in the 7 series represent a special case because they are restricted to: one or a small number of sectors (i.e. are not multi-sectoral); or a country or a region (i.e. are not global).,https://www.gs1.org/standards/barcodes/application-identifiers/7031?lang=en
7032,"^7032(\d{3})([\x21-\x22\x25-\x2F\x30-\x39\x3A-\x3F\x41-\x5A\x5F\x61-\x7A]{0,27})$",N4+N3+X..27,3,TRUE,35,4,30,N4,4,N3,N,3,,X..27,X,,27,TRUE,Number of processor with ISO Country Code,PROCESSOR # 2,AIs issued in the 7 series represent a special case because they are restricted to: one or a small number of sectors (i.e. are not multi-sectoral); or a country or a region (i.e. are not global).,https://www.gs1.org/standards/barcodes/application-identifiers/7032?lang=en
7033,"^7033(\d{3})([\x21-\x22\x25-\x2F\x30-\x39\x3A-\x3F\x41-\x5A\x5F\x61-\x7A]{0,27})$",N4+N3+X..27,3,TRUE,35,4,30,N4,4,N3,N,3,,X..27,X,,27,TRUE,Number of processor with ISO Country Code,PROCESSOR # 3,AIs issued in the 7 series represent a special case because they are restricted to: one or a small number of sectors (i.e. are not multi-sectoral); or a country or a region (i.e. are not global).,https://www.gs1.org/standards/barcodes/application-identifiers/7033?lang=en
7034,"^7034(\d{3})([\x21-\x22\x25-\x2F\x30-\x39\x3A-\x3F\x41-\x5A\x5F\x61-\x7A]{0,27})$",N4+N3+X..27,3,TRUE,35,4,30,N4,4,N3,N,3,,X..27,X,,27,TRUE,Number of processor with ISO Country Code,PROCESSOR # 4,AIs issued in the 7 series represent a special case because they are restricted to: one or a small number of sectors (i.e. are not multi-sectoral); or a country or a region (i.e. are not global).,https://www.gs1.org/standards/barcodes/application-identifiers/7034?lang=en
7035,"^7035(\d{3})([\x21-\x22\x25-\x2F\x30-\x39\x3A-\x3F\x41-\x5A\x5F\x61-\x7A]{0,27})$",N4+N3+X..27,3,TRUE,35,4,30,N4,4,N3,N,3,,X..27,X,,27,TRUE,Number of processor with ISO Country Code,PROCESSOR # 5,AIs issued in the 7 series represent a special case because they are restricted to: one or a small number of sectors (i.e. are not multi-sectoral); or a country or a region (i.e. are not global).,https://www.gs1.org/standards/barcodes/application-identifiers/7035?lang=en
7036,"^7036(\d{3})([\x21-\x22\x25-\x2F\x30-\x39\x3A-\x3F\x41-\x5A\x5F\x61-\x7A]{0,27})$",N4+N3+X..27,3,TRUE,35,4,30,N4,4,N3,N,3,,X..27,X,,27,TRUE,Number of processor with ISO Country Code,PROCESSOR # 6,AIs issued in the 7 series represent a special case because they are restricted to: one or a small number of sectors (i.e. are not multi-sectoral); or a country or a region (i.e. are not global).,https://www.gs1.org/standards/barcodes/application-identifiers/7036?lang=en
7037,"^7037(\d{3})([\x21-\x22\x25-\x2F\x30-\x39\x3A-\x3F\x41-\x5A\x5F\x61-\x7A]{0,27})$",N4+N3+X..27,3,TRUE,35,4,30,N4,4,N3,N,3,,X..27,X,,27,TRUE,Number of processor with ISO Country Code,PROCESSOR # 7,AIs issued in the 7 series represent a special case because they are restricted to: one or a small number of sectors (i.e. are not multi-sectoral); or a country or a region (i.e. are not global).,https://www.gs1.org/standards/barcodes/application-identifiers/7037?lang=en
7038,"^7038(\d{3})([\x21-\x22\x25-\x2F\x30-\x39\x3A-\x3F\x41-\x5A\x5F\x61-\x7A]{0,27})$",N4+N3+X..27,3,TRUE,35,4,30,N4,4,N3,N,3,,X..27,X,,27,TRUE,Number of processor with ISO Country Code,PROCESSOR # 8,AIs issued in the 7 series represent a special case because they are restricted to: one or a small number of sectors (i.e. are not multi-sectoral); or a country or a region (i.e. are not global).,https://www.gs1.org/standards/barcodes/application-identifiers/7038?lang=en
